FUNCTION00,STREET_N01,Segment_Di,Lanes,Median,Park,Shoulder,Bikelane,PedCrossin,Length,Index,Dir_drive,ADTJan2009-Dec2009,ADTJan2010-Dec2010,ADTJan2011-Dec2011,ADTJan2012-Dec2012,ADTJan2013-Dec2013,ADTJan2014-Dec2014,ADTJan2015-Dec2015,ADTJan2016-Dec2016,ADTJan2017-Dec2017,ADTJan2018-Dec2018,CollisionsJan2009-Dec2009,CollisionsJan2010-Dec2010,CollisionsJan2011-Dec2011,CollisionsJan2012-Dec2012,CollisionsJan2013-Dec2013,CollisionsJan2014-Dec2014,CollisionsJan2015-Dec2015,CollisionsJan2016-Dec2016,CollisionsJan2017-Dec2017,CollisionsJan2018-Dec2018,LnAvgADT,LnLength,SumCollisions,Offset,Offset2,Distance_to_school,Distance_to_senior,Number of DFS,Site_ID,Location_D,Direction,Speed_Limi,Ward,Neighbourh,Neighbou_1,Latitude,Longitude,Interventi,Enforcemen,Site_ID.1,Location_D.1,Direction.1,Speed_Limi.1,Ward.1,Neighbourh.1,Neighbou_1.1,Latitude.1,Longitude.1,Interventi.1,Enforcemen.1,Site_ID.2,Location_D.2,Direction.2,Speed_Limi.2,Ward.2,Neighbourh.2,Neighbou_1.2,Latitude.2,Longitude.2,Interventi.2,Enforcemen.2,avgADT,speed_osm,lanes_osm
Collector-Residential,134 AV NW,D,1,0,0,0,0,1,657.158,Mid5538,EBD,1908,1999.166667,2090.333333,2181.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5949472,-113.5115767,,,,,,,,,,,,,,,,,,,,,,,,,2281.33779,40,2
Collector-Residential,134 AV NW,D,1,0,0,0,0,1,657.158,Mid5538,WBD,2656,2691.833333,2727.666667,2763.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5949472,-113.5115767,,,,,,,,,,,,,,,,,,,,,,,,,2816.551932,40,2
Collector-Residential,139 AV NW,D,1,0,2,0,1,1,308.847,Mid5593,EBD,2104.694276,2144.722898,2184.751521,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60041688,-113.4093226,,,,,,,,,,,,,,,,,,,,,,,,,2309.765475,40,4
Collector-Residential,139 AV NW,D,1,0,2,0,1,1,308.847,Mid5593,WBD,2093.208904,2133.01909,2172.829275,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60041688,-113.4093226,,,,,,,,,,,,,,,,,,,,,,,,,2297.161025,40,4
Collector-Residential,139 AV NW,D,1,0,2,0,1,0,330.116,Mid5604,EBD,2594,2444.5,2295,2145.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60198747,-113.519294,,,,,,,,,,,,,,,,,,,,,,,,,2204.259994,40,2
Collector-Residential,139 AV NW,D,1,0,2,0,1,0,330.116,Mid5604,WBD,2370,2222,2074,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60198747,-113.519294,,,,,,,,,,,,,,,,,,,,,,,,,1978.342319,40,2
Collector-Residential,144 AV [EB-S] NW,E,2,1,0,0,0,0,712.637,Mid5642,EBD,4636.666667,4626.333333,4616,3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60675686,-113.4012625,,,,,,,,,,,,,,,,,,,,,,,,,4249.55,60,2
Collector-Residential,144 AV [EB-S] NW,E,2,1,0,0,0,0,409.283,Mid5647,EBD,5674,5349.5,5025,4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60671053,-113.4881079,,,,,,,,,,,,,,,,,,,,,,,,,5183.35,50,2
Collector-Residential,144 AV [WB-S] NW,W,2,1,0,0,0,0,709.363,Mid5683,WBD,4878.333333,4882.666667,4887,3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60693651,-113.4012494,,,,,,,,,,,,,,,,,,,,,,,,,4319.5,60,2
Collector-Residential,144 AV [WB-S] NW,W,2,1,0,0,0,0,403.105,Mid5688,WBD,6218,5851.5,5485,5243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60679998,-113.4880116,,,,,,,,,,,,,,,,,,,,,,,,,5381.6,50,2
Collector-Residential,149 AV NW,D,1,0,0,0,0,0,414.866,Mid5745,EBD,2277.681381,2321,2411.2,2501.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61020698,-113.4459422,,,,,,,,,,,,,,,,,,,,,,,,,2642.636115,40,2
Collector-Residential,149 AV NW,D,1,0,0,0,0,0,414.866,Mid5745,WBD,1864.53883,1900,2030.4,2160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61020698,-113.4459422,,,,,,,,,,,,,,,,,,,,,,,,,2332.279715,40,2
Collector-Residential,159 ST [NB-S] NW,N,2,0,0,0,0,1,329.088,Mid5799,NBD,3303.666667,3391.333333,3479,3566.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50971578,-113.5960359,,,,,,,,,,,,,,,,,,,,,,,,,3666.274185,40,2
Collector-Residential,159 ST [SB-S] NW,S,2,0,0,0,0,1,327.231,Mid5800,SBD,4785.5,4583,4380.5,4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50980697,-113.59643,,,,,,,,,,,,,,,,,,,,,,,,,4122.37357,40,2
Collector-Residential,162 AV NW,D,3,1,0,0,0,0,308.591,Mid5839,EBD,7478.599825,7620.833333,7763.066842,7813.695892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6231115,-113.5210824,,,,,,,,,,,,,,,,,,,,,,,,,8207.278308,40,2
Collector-Residential,162 AV NW,D,3,1,0,0,0,0,308.591,Mid5839,WBD,7802.920168,7951.321839,8099.72351,8152.548162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6231115,-113.5210824,,,,,,,,,,,,,,,,,,,,,,,,,8563.198852,40,2
Collector-Residential,165 ST NW,D,1,0,2,0,0,0,403.868,Mid5854,NBD,3303.177738,3366,3459.833333,3553.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52135026,-113.6088251,,,,,,,,,,,,,,,,,,,,,,,,,3691.942224,40,2
Collector-Residential,165 ST NW,D,1,0,2,0,0,0,403.868,Mid5854,SBD,3897.867491,3972,4046.666667,4121.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52135026,-113.6088251,,,,,,,,,,,,,,,,,,,,,,,,,4236.382288,40,2
Collector-Residential,165 ST NW,D,1,0,2,0,0,3,667.85,Mid5856,NBD,2363.666667,2297.333333,2231,2245.550102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52601806,-113.6073223,,,,,,,,,,,,,,,,,,,,,,,,,2390.823137,40,2
Collector-Residential,165 ST NW,D,1,0,2,0,0,3,667.85,Mid5856,SBD,2381,2304,2227,2241.524014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52601806,-113.6073223,,,,,,,,,,,,,,,,,,,,,,,,,2389.772267,40,2
Collector-Residential,172 ST NW,D,1,0,2,0,0,0,462.767,Mid5893,SBD,1911.299021,1947.64951,1984,2076.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50242434,-113.6195362,,,,,,,,,,,,,,,,,,,,,,,,,2218.148583,40,2
Collector-Residential,182 ST NW,D,1,0,2,0,0,0,446.795,Mid5937,NBD,2513.284696,2561.084192,2608.883687,2625.898265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53123664,-113.6379226,,,,,,,,,,,,,,,,,,,,,,,,,2758.166963,60,4
Collector-Residential,182 ST NW,D,1,0,2,0,0,0,446.795,Mid5937,SBD,2185.309956,2226.871786,2268.433617,2283.227853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53123664,-113.6379226,,,,,,,,,,,,,,,,,,,,,,,,,2398.235955,60,4
Collector-Residential,19 AV NW,D,2,1,0,0,0,0,302.572,Mid5988,EBD,3736.859325,3807.929663,3879,3528.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45002699,-113.4168606,,,,,,,,,,,,,,,,,,,,,,,,,2993.899784,40,2
Collector-Residential,19 AV NW,D,2,1,0,0,0,0,302.572,Mid5988,WBD,2585.648474,2634.824237,2684,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45002699,-113.4168606,,,,,,,,,,,,,,,,,,,,,,,,,2378.692367,40,2
Collector-Residential,23 ST NW,D,1,0,0,0,0,0,435.186,Mid6058,NBD,2796.623517,2849.811758,2903,2921.932741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47489767,-113.3770818,,,,,,,,,,,,,,,,,,,,,,,,,3069.112944,40,2
Collector-Residential,23 ST NW,D,1,0,0,0,0,0,435.186,Mid6058,SBD,3138.615025,3198.307513,3258,3279.247974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47489767,-113.3770818,,,,,,,,,,,,,,,,,,,,,,,,,3444.426446,40,2
Collector-Residential,24 ST NW,D,1,0,2,0,0,0,345.44,Mid6066,NBD,2756.16255,2808.581275,2861,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45558161,-113.377893,,,,,,,,,,,,,,,,,,,,,,,,,2991.555346,60,1
Collector-Residential,24 ST NW,D,1,0,2,0,0,0,345.44,Mid6066,SBD,3369.820552,3433.910276,3498,3816.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45558161,-113.377893,,,,,,,,,,,,,,,,,,,,,,,,,3336.770668,60,1
Collector-Residential,34 ST NW,D,1,0,0,0,0,2,398.031,Mid6166,NBD,3074.5,3099,3045,2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56861823,-113.39371,,,,,,,,,,,,,,,,,,,,,,,,,3774.920877,50,2
Collector-Residential,34 ST NW,D,1,0,0,0,0,2,398.031,Mid6166,SBD,4414,3255.5,3330,3404.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56861823,-113.39371,,,,,,,,,,,,,,,,,,,,,,,,,3956.331764,50,2
Collector-Residential,36 ST NW,D,1,0,2,0,0,0,368.933,Mid6175,NBD,2052.955386,2092,2302.4,2512.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60125115,-113.396432,,,,,,,,,,,,,,,,,,,,,,,,,2739.194169,40,4
Collector-Residential,36 ST NW,D,1,0,2,0,0,0,368.933,Mid6175,SBD,2359.132288,2404,2612.6,2821.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60125115,-113.396432,,,,,,,,,,,,,,,,,,,,,,,,,3074.775625,40,4
Collector-Residential,38 AV NW,D,1,0,0,0,0,1,357.621,Mid6214,EBD,2404,2852,3300,3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47061764,-113.4193902,,,,,,,,,,,,,,,,,,,,,,,,,3164.185695,40,2
Collector-Residential,38 AV NW,D,1,0,0,0,0,1,357.621,Mid6214,WBD,2295,2588,2881,2884.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47061764,-113.4193902,,,,,,,,,,,,,,,,,,,,,,,,,2787.047719,40,2
Collector-Residential,38 AV NW,D,1,0,0,0,0,0,324.477,Mid6232,EBD,2569.271416,2618.135708,2667,2684.3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46977561,-113.4125823,,,,,,,,,,,,,,,,,,,,,,,,,2819.608757,40,2
Collector-Residential,38 AV NW,D,1,0,0,0,0,0,324.477,Mid6232,WBD,2784.099884,2837.049942,2890,2908.847958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46977561,-113.4125823,,,,,,,,,,,,,,,,,,,,,,,,,3055.369069,40,2
Collector-Residential,38 ST NW,D,1,0,0,0,0,0,409.896,Mid6237,NBD,1851.570926,1886.785463,1922,1934.53487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48184824,-113.4007644,,,,,,,,,,,,,,,,,,,,,,,,,2031.979014,40,2
Collector-Residential,40 ST NW,D,2,1,0,0,0,1,329.778,Mid6287,NBD,3647.626753,3717,3821,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59624884,-113.4023763,,,,,,,,,,,,,,,,,,,,,,,,,4218.748782,40,2
Collector-Residential,43 AV NW,D,1,0,2,0,0,0,378.893,Mid6302,EBD,3177.14928,3237.57464,3298,3352.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48047883,-113.3964934,,,,,,,,,,,,,,,,,,,,,,,,,3425.80494,40,2
Collector-Residential,43 AV NW,D,1,0,2,0,0,0,378.893,Mid6302,WBD,3132.834887,3192.417443,3252,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48047883,-113.3964934,,,,,,,,,,,,,,,,,,,,,,,,,3364.678857,40,2
Collector-Residential,57 ST NW,D,3,1,0,0,0,0,336.68,Mid6420,NBD,3572.125388,3640.062694,3708,3732.182777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45214704,-113.4278709,,,,,,,,,,,,,,,,,,,,,,,,,3920.175955,60,2
Collector-Residential,57 ST NW,D,3,1,0,0,0,0,336.68,Mid6420,SBD,3639.560333,3708.780166,3778,3802.639302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45214704,-113.4278709,,,,,,,,,,,,,,,,,,,,,,,,,3994.181434,60,2
Collector-Residential,72 AV NW,D,2,1,0,0,0,2,725.184,Mid6503,EBD,5142,5295.75,5449.5,5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50843613,-113.5174951,,,,,,,,,,,,,,,,,,,,,,,,,6083.311405,40,2
Collector-Residential,72 AV NW,D,2,1,0,0,0,2,725.184,Mid6503,WBD,3297,3811.25,4325.5,4242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50843613,-113.5174951,,,,,,,,,,,,,,,,,,,,,,,,,4688.700231,40,2
Collector-Residential,74 ST NW,D,2,1,2,0,0,0,312.574,Mid6513,NBD,2357.660284,2402.5,2447.339716,2463.300739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60117489,-113.4554632,,,,,,,,,,,,,,,,,,,,,,,,,2587.379263,60,2
Collector-Residential,74 ST NW,D,2,1,2,0,0,0,312.574,Mid6513,SBD,2513.264114,2561.063218,2608.862323,2625.876761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60117489,-113.4554632,,,,,,,,,,,,,,,,,,,,,,,,,2758.144376,60,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,504.453,Mid6519,EBD,4633.380952,4594.761905,4556.142857,4517.52381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5122624,-113.5082345,,,,,,,,,,,,,,,,,,,,,,,,,4530.478213,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,504.453,Mid6519,WBD,5642.809524,5565.619048,5488.428572,5411.238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5122624,-113.5082345,,,,,,,,,,,,,,,,,,,,,,,,,5417.490699,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,584.919,Mid6520,EBD,2598.666667,2155.333333,1712,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51226096,-113.5302237,,,,,,,,,,,,,,,,,,,,,,,,,2196.558329,50,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,409.07,Mid6523,EBD,2043.142023,2082,1723,2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51225966,-113.4459709,,,,,,,,,,,,,,,,,,,,,,,,,2073.493657,60,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,1,820.544,Mid6524,EBD,3328,2912,2983,3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5121913,-113.4705479,,,,,,,,,,,,,,,,,,,,,,,,,2941.080133,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,1,820.544,Mid6524,WBD,3451,2891,2997.8,3104.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5121913,-113.4705479,,,,,,,,,,,,,,,,,,,,,,,,,2987.75373,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,1,624.975,Mid6525,EBD,2489.650006,2537,2504.6,2472.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51223905,-113.4814425,,,,,,,,,,,,,,,,,,,,,,,,,2452.273147,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,1,624.975,Mid6525,WBD,3371.871274,3436,3404.6,3373.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51223905,-113.4814425,,,,,,,,,,,,,,,,,,,,,,,,,3359.145238,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,613.456,Mid6526,EBD,2391.516384,2437,2175,2320.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51232268,-113.4597416,,,,,,,,,,,,,,,,,,,,,,,,,2484.597903,50,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,613.456,Mid6526,WBD,2318.897503,2363,1910,2036.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51232268,-113.4597416,,,,,,,,,,,,,,,,,,,,,,,,,2224.316036,50,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,718.302,Mid6531,EBD,4982.5,5001,5019.5,5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50930428,-113.635773,,,,,,,,,,,,,,,,,,,,,,,,,4818.493347,40,2
Collector-Residential,76 AV NW,D,2,1,0,0,0,0,718.302,Mid6531,WBD,4706.333333,4688.666667,4671,4653.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50930428,-113.635773,,,,,,,,,,,,,,,,,,,,,,,,,4594.192118,40,2
Collector-Residential,79 ST NW,D,2,1,0,0,0,0,483.392,Mid6557,NBD,2040.388773,2079.194387,2118,2078.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53536901,-113.4492562,,,,,,,,,,,,,,,,,,,,,,,,,2115.034181,40,2
Collector-Residential,79 ST NW,D,2,1,0,0,0,0,483.392,Mid6557,SBD,2942.090327,2998.045164,3054,2429.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53536901,-113.4492562,,,,,,,,,,,,,,,,,,,,,,,,,2278.500718,40,2
Collector-Residential,81 AV NW,D,2,0,0,0,0,0,413.647,Mid6569,EBD,2093.512678,2133.32864,2173.144603,2187.317384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51457882,-113.6269474,,,,,,,,,,,,,,,,,,,,,,,,,2297.494396,40,2
Collector-Residential,81 AV NW,D,2,0,0,0,0,0,413.647,Mid6569,WBD,1871.594986,1907.190355,1942.785725,1955.456155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51457882,-113.6269474,,,,,,,,,,,,,,,,,,,,,,,,,2053.954121,40,2
Collector-Residential,81 AV NW,D,2,0,0,0,0,0,394.821,Mid6571,EBD,3492.752739,3559.180478,3625.608216,3649.253652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51495755,-113.6331812,,,,,,,,,,,,,,,,,,,,,,,,,3833.06962,40,2
Collector-Residential,81 AV NW,D,2,0,0,0,0,0,394.821,Mid6571,WBD,3366.197268,3430.218082,3494.238896,3517.02757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51495755,-113.6331812,,,,,,,,,,,,,,,,,,,,,,,,,3694.183198,40,2
Collector-Residential,88 AV NW,D,1,0,0,0,0,0,315.946,Mid6615,WBD,2408.199099,2454,2499.800901,2516.104064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5236909,-113.6101336,,,,,,,,,,,,,,,,,,,,,,,,,2642.842336,40,2
Collector-Residential,9 AV NW,D,1,0,1,0,0,0,419.971,Mid6631,EBD,2628,2530.333333,2645.916667,2761.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43943897,-113.5215098,,,,,,,,,,,,,,,,,,,,,,,,,3033.071767,60,2
Collector-Residential,9 AV NW,D,1,0,1,0,0,0,419.971,Mid6631,WBD,1806,1677,1928.416667,2179.833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43943897,-113.5215098,,,,,,,,,,,,,,,,,,,,,,,,,2534.606809,60,2
Collector-Residential,90 ST NW,D,3,1,0,0,0,0,332.147,Mid6643,NBD,2183.698698,2225.229885,2266.761072,2281.544399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59067941,-113.4797229,,,,,,,,,,,,,,,,,,,,,,,,,2405.256428,40,2
Collector-Residential,90 ST NW,D,3,1,0,0,0,0,332.147,Mid6643,SBD,2194.188844,2235.91954,2277.650236,2292.504581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59067941,-113.4797229,,,,,,,,,,,,,,,,,,,,,,,,,2386.787615,40,2
Collector-Residential,92 ST NW,D,2,0,0,0,0,0,695.641,Mid6676,NBD,2373.852332,2419,2464.147668,2480.218309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52664905,-113.4683378,,,,,,,,,,,,,,,,,,,,,,,,,2605.148986,60,4
Collector-Residential,92 ST NW,D,2,0,0,0,0,0,695.641,Mid6676,SBD,2421.937807,2468,2514.062193,2530.458366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52664905,-113.4683378,,,,,,,,,,,,,,,,,,,,,,,,,2657.919676,60,4
Collector-Residential,93 ST NW,D,2,0,1,0,0,0,302.989,Mid6678,NBD,3535.754424,3603,3843.6,4084.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59816144,-113.4852021,,,,,,,,,,,,,,,,,,,,,,,,,4402.863208,40,2
Collector-Residential,93 ST NW,D,2,0,1,0,0,0,302.989,Mid6678,SBD,3242.334892,3304,3520.2,3736.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59816144,-113.4852021,,,,,,,,,,,,,,,,,,,,,,,,,4001.896746,40,2
Collector-Residential,93 ST NW,D,2,0,1,0,0,0,405.899,Mid6679,NBD,2906.717902,2962,3168.6,3375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6013051,-113.4848738,,,,,,,,,,,,,,,,,,,,,,,,,3639.583869,60,3
Collector-Residential,93 ST NW,D,2,0,1,0,0,0,405.899,Mid6679,SBD,2352.262935,2397,2862.2,3327.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6013051,-113.4848738,,,,,,,,,,,,,,,,,,,,,,,,,3846.448799,60,3
Collector-Residential,94 ST NW,D,1,0,2,0,0,1,489.691,Mid6681,NBD,2171.460195,2212.758621,2254.057047,2268.757521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60858353,-113.4848351,,,,,,,,,,,,,,,,,,,,,,,,,2383.036741,40,2
Collector-Residential,94 ST NW,D,1,0,2,0,0,1,489.691,Mid6681,SBD,2108.519319,2148.62069,2188.72206,2202.996434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60858353,-113.4848351,,,,,,,,,,,,,,,,,,,,,,,,,2313.963212,40,2
Collector-Residential,95 AV NW,D,3,1,0,0,0,1,820.523,Mid6706,WBD,5147.5,5190,4903.875,4617.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53151108,-113.5841639,,,,,,,,,,,,,,,,,,,,,,,,,4231.166083,40,2
Collector-Residential,95 AV NW,D,3,1,0,0,0,0,347.703,Mid6707,EBD,3093.171785,3152,2695,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53148013,-113.5753546,,,,,,,,,,,,,,,,,,,,,,,,,2426.826705,40,2
Collector-Residential,95 AV NW,D,3,1,0,0,0,0,347.703,Mid6707,WBD,3061.769026,3120,2675.5,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53148013,-113.5753546,,,,,,,,,,,,,,,,,,,,,,,,,2706.179005,40,2
Collector-Residential,98 AV NW,D,2,0,0,0,0,0,464.97,Mid6754,EBD,5218,5058,4898,4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53382618,-113.6325475,,,,,,,,,,,,,,,,,,,,,,,,,5002.643778,40,2
Collector-Residential,98 AV NW,D,2,0,0,0,0,0,464.97,Mid6754,WBD,5655.666667,5113.333333,4571,4624.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53382618,-113.6325475,,,,,,,,,,,,,,,,,,,,,,,,,4835.181938,40,2
Collector-Residential,HERMITAGE RD [EB-S] NW,E,2,1,0,0,0,0,382.299,Mid7247,EBD,4258.201379,4339.186983,4420.172586,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58438882,-113.402672,,,,,,,,,,,,,,,,,,,,,,,,,4673.099862,50,1
Collector-Residential,RIVERBEND RD [NB-S] NW,N,2,1,0,0,0,1,354.877,Mid7629,NBD,5194.259133,5293.047371,5391.835609,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48512171,-113.5780429,,,,,,,,,,,,,,,,,,,,,,,,,5923.673492,50,2
Arterial-Class C (Truck Route Low speeds),PARSONS RD SW,D,1.5,0,0,0,0,0,556.973,Mid2879,NBD,2028,2014,2160,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42246035,-113.479775,,,,,,,,,,,,,,,,,,,,,,,,,4076.55,50,2
Arterial-Class C (Truck Route Low speeds),PARSONS RD SW,D,1.5,0,0,0,0,0,556.973,Mid2879,SBD,1970,1994,1819,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42246035,-113.479775,,,,,,,,,,,,,,,,,,,,,,,,,4260.2,50,2
Arterial-Class D (Non-Truck Route Low speeds),LESSARD RD NW,D,2,1,0,0,0,1,1131.66,Mid4380,NBD,5875,5922.333333,5969.666667,6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48898685,-113.6328297,,,,,,,,,,,,,,,,,,,,,,,,,4654.925,60,4
Arterial-Class D (Non-Truck Route Low speeds),SASKATCHEWAN DR NW,D,1,0,2,0,0,2,555.426,Mid4505,EBD,8754.2,8707.4,8660.6,8613.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52557314,-113.4895134,,,,,,,,,,,,,,,,,,,,,,,,,8660.825,50,2
Arterial-Class D (Non-Truck Route Low speeds),SASKATCHEWAN DR NW,D,1,0,2,0,0,2,555.426,Mid4505,WBD,8781.3,8054.6,7327.9,6601.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52557314,-113.4895134,,,,,,,,,,,,,,,,,,,,,,,,,7716.975,50,2
Arterial-Class D (Non-Truck Route Low speeds),SUDER GREENS DR NW,D,1,0,0,0,0,0,748.84,Mid4548,EBD,3152,3105.6,3059.2,3012.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52164377,-113.6770178,,,,,,,,,,,,,,,,,,,,,,,,,3568.810932,60,3
Arterial-Class D (Non-Truck Route Low speeds),SUDER GREENS DR NW,D,1,0,0,0,0,0,748.84,Mid4548,WBD,3563,3351.4,3139.8,2928.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52164377,-113.6770178,,,,,,,,,,,,,,,,,,,,,,,,,3489.941637,60,3
Collector-Residential,BEAUMARIS RD NW,D,2,1,0,0,0,0,894.874,Mid6854,SBD,2139.042661,2179.724547,2220.406432,2234.887445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61980649,-113.5038749,,,,,,,,,,,,,,,,,,,,,,,,,2347.4606,40,2
